run,gsr_y,tsnr,fd_mean,ID
1,0.038450122,40.62448731,0.248353813,1001
1,0.013818963,49.30405962,0.305166356,1003
1,0.045868192,51.97764587,0.146061291,1004
1,0.029464245,87.46361542,0.105525136,1006
1,0.029277164,71.76926422,0.174146981,1009
1,0.021821998,41.95323181,0.303458409,1010
1,0.019017659,47.86981964,0.338166721,1011
1,0.01255431,92.7929306,0.123250424,1012
1,0.015777536,97.18912506,0.075786118,1013
1,0.016541556,83.71641541,0.145789093,1015
1,0.026715299,96.34037018,0.101784294,1016
1,0.01526817,54.52912903,0.204881657,1019
1,0.015433781,82.23205566,0.161285558,1021
1,0.013718577,89.33319855,0.072262458,1242
1,0.010585396,75.05512238,0.33625517,1243
1,0.030802926,78.52975172,0.198836202,1244
1,0.019591888,75.67958208,0.094557934,1245
1,0.027116114,76.36199951,0.238193775,1247
1,0.022897201,64.81455994,0.130258091,1248
1,0.023200529,79.01428223,0.165087828,1249
1,0.035350051,89.59551331,0.069286682,1251
1,0.013231166,65.7829895,0.1689209,1253
1,0.022579348,75.35986328,0.173942365,1255
1,0.014941813,66.22821808,0.142390107,1276
1,0.008984325,93.02474976,0.092600388,1282
1,0.007757568,63.93916321,0.103414164,1286
1,0.022812944,67.42617798,0.121839329,1294
1,0.015557745,27.74376869,0.700979984,1300
1,0.01903501,60.53041458,0.242476418,1301
1,0.025687512,79.42420959,0.116671536,1302
1,0.014607597,47.03074265,0.162083762,1303
1,0.011830017,57.53200912,0.191398962,3101
1,0.029259676,82.14414978,0.197539857,3116
1,0.01372467,57.33520126,0.156068176,3122
1,0.021448392,61.78246689,0.306975357,3125
1,0.021424625,68.46273041,0.180059264,3140
1,0.018813137,43.22970581,0.163512555,3143
1,0.01804594,45.52546692,0.363830504,3152
1,0.025700616,75.44953156,0.143296367,3166
1,0.024256868,79.36543274,0.198478752,3167
1,0.01182066,87.03287506,0.08773798,3170
1,0.022693817,75.03871155,0.098145924,3173
1,0.017142065,74.90783691,0.190114169,3176
1,0.01569056,78.88461987,0.117609421,3189
1,0.023432046,59.76506034,0.158454118,3190
1,0.021769969,55.84376144,0.25632897,3199
1,0.027466634,78.64048767,0.145968472,3200
1,0.022002071,75.83550262,0.117873434,3206
1,0.019278271,41.46136475,0.313153513,3210
1,0.010587369,87.70552826,0.052941015,3212
1,0.023217294,22.20441818,0.836692619,3218
1,0.028280601,62.89678192,0.188283175,3220
1,0.025676521,27.04903603,0.736927928,3223